	cellline	drug	response	source
70217	HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.6373842657423253	GDSC2
70218	L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.7700101024127664	GDSC2
70219	D263MG_CENTRAL_NERVOUS_SYSTEM	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8845432917597866	GDSC2
70220	HCC38_BREAST	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.7532195867111346	GDSC2
70221	HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8029951137369136	GDSC2
70222	LU165_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8695365617253215	GDSC2
70223	ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8256045495068899	GDSC2
70224	MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8493605545032785	GDSC2
70225	NB69_AUTONOMIC_GANGLIA	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8109819955992349	GDSC2
70226	NCIH1792_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.815980184657213	GDSC2
70227	NCIH2023_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8038011101072413	GDSC2
70228	NCIH28_PLEURA	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8037247738309021	GDSC2
70229	NCIH841_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8605822324289327	GDSC2
70230	OV90_OVARY	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.845998799574632	GDSC2
70231	OVCAR5_OVARY	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8184252189640631	GDSC2
70232	PL18_PANCREAS	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9934435967201664	GDSC2
70233	SKHEP1_LIVER	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9326262066354812	GDSC2
70234	SKN_ENDOMETRIUM	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9663295234056304	GDSC2
70235	SKUT1_SOFT_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8160923550994726	GDSC2
70236	SN12C_KIDNEY	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9285041859562454	GDSC2
70237	SW1710_URINARY_TRACT	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8989102231048801	GDSC2
70238	SW684_SOFT_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8795522319536281	GDSC2
70239	SW982_SOFT_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.7660560160475561	GDSC2
70240	MG63_BONE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9026603840042836	GDSC2
70241	RKO_LARGE_INTESTINE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8089816996328971	GDSC2
70242	DMS114_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.81722626539784	GDSC2
70243	MDAMB157_BREAST	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.6599594586234315	GDSC2
70244	MDAMB436_BREAST	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8465568562406591	GDSC2
70245	NCIH1666_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9088432215681445	GDSC2
70246	OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.7628092481417843	GDSC2
70247	RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.5762403138619588	GDSC2
70248	SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.5812823918370195	GDSC2
70249	SW13_ADRENAL_CORTEX	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8812445781524567	GDSC2
70250	CAL54_KIDNEY	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.871210765457402	GDSC2
70251	CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.5682477095030247	GDSC2
70252	EW7_BONE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.7270003527638175	GDSC2
70253	HMVII_SKIN	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	1.0284449944992378	GDSC2
70254	ISTMES1_PLEURA	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8720551920155423	GDSC2
70255	KP4_PANCREAS	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8199110001327806	GDSC2
70256	LS1034_LARGE_INTESTINE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8555449383093945	GDSC2
70257	MDAMB453_BREAST	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8820031518791794	GDSC2
70258	MKN28_STOMACH	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8908088612127288	GDSC2
70259	MPP89_PLEURA	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9081560692043376	GDSC2
70260	MRKNU1_BREAST	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8085728321380646	GDSC2
70261	NB10_AUTONOMIC_GANGLIA	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9225642768700382	GDSC2
70262	NCIH226_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9939287321901036	GDSC2
70263	NCIH520_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8479106600858975	GDSC2
70264	OVMIU_OVARY	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8643941543383529	GDSC2
70265	PEO1_OVARY	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8365560246736136	GDSC2
70266	RKN_SOFT_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9226892628378418	GDSC2
70267	RT112_URINARY_TRACT	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.7432609427057101	GDSC2
70268	SKLU1_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.938048888090943	GDSC2
70269	KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.6553256696823512	GDSC2
70270	BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.7292942981022191	GDSC2
70271	D392MG_CENTRAL_NERVOUS_SYSTEM	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.861032215372188	GDSC2
70272	EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.6959696010267368	GDSC2
70273	GAK_SKIN	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9677180278446488	GDSC2
70274	NCIH2731_PLEURA	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8687271876877899	GDSC2
70275	HARA_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.6764277339035074	GDSC2
70276	HCC44_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9204686883799598	GDSC2
70277	HEMCSS_BONE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8698258718928058	GDSC2
70278	HSC2_UPPER_AERODIGESTIVE_TRACT	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9150083520466148	GDSC2
70279	KYSE220_OESOPHAGUS	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.6777943224708819	GDSC2
70280	LK2_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8768603178480425	GDSC2
70281	LU65_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.7117252045809409	GDSC2
70282	MDAMB231_BREAST	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9450642309073752	GDSC2
70283	MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.6303860969356283	GDSC2
70284	ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.7057438218428509	GDSC2
70285	NCIH1355_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8291191775628843	GDSC2
70286	NCIH358_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.906064743701094	GDSC2
70287	NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.7045033582011558	GDSC2
70288	SNU423_LIVER	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.90270223337774	GDSC2
70289	DOTC24510_CERVIX	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8043829401520105	GDSC2
70290	DSH1_URINARY_TRACT	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8847448769638199	GDSC2
70291	ESS1_ENDOMETRIUM	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.7812688272167108	GDSC2
70292	HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	1.0579766903972967	GDSC2
70293	KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.80671150292806	GDSC2
70294	KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8294370887379318	GDSC2
70295	KATOIII_STOMACH	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9383303711128896	GDSC2
70296	MDAMB468_BREAST	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.7322175268421124	GDSC2
70297	MS1_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.827012772531223	GDSC2
70298	NCIH522_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9860506801469509	GDSC2
70299	NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9249343578905828	GDSC2
70300	P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.7390675814902052	GDSC2
70301	PANC0327_PANCREAS	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8607727947773894	GDSC2
70302	RCCJW_KIDNEY	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9044365285230894	GDSC2
70303	RO82W1_THYROID	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.913981693060296	GDSC2
70304	SCC9_UPPER_AERODIGESTIVE_TRACT	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.87356325549639	GDSC2
70305	SNUC1_LARGE_INTESTINE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8857167436684172	GDSC2
70306	HCT116_LARGE_INTESTINE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9811701255027768	GDSC2
70307	FLO1_OESOPHAGUS	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8928802085390009	GDSC2
70308	JHH7_LIVER	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9542036298666762	GDSC2
70309	TT_THYROID	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9255167745366886	GDSC2
70310	NCIH2087_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9641118923082692	GDSC2
70311	SKLMS1_SOFT_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	1.0247587775054954	GDSC2
70312	COLO684_ENDOMETRIUM	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8192077852725641	GDSC2
70313	AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8511592792628617	GDSC2
70314	BFTC905_URINARY_TRACT	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.7407297397091396	GDSC2
70315	BICR22_UPPER_AERODIGESTIVE_TRACT	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8090090843088763	GDSC2
70316	CAPAN1_PANCREAS	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.853228682872865	GDSC2
70317	DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.6942056789025886	GDSC2
70318	EW22_BONE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.7192138886862063	GDSC2
70319	HPAFII_PANCREAS	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.7969001603912913	GDSC2
70320	IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.7501753394624165	GDSC2
70321	KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8270486177522173	GDSC2
70322	NCIH3122_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8372263848177033	GDSC2
70323	NCIH441_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.971360588631301	GDSC2
70324	NCIH82_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8306604008479044	GDSC2
70325	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.7273119341344657	GDSC2
70326	REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8291654774310189	GDSC2
70327	SAOS2_BONE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	1.0185523181419835	GDSC2
70328	SBC3_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8399859297104523	GDSC2
70329	SKMEL24_SKIN	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9653700233222068	GDSC2
70330	SKPNDW_BONE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.5516763662421535	GDSC2
70331	SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.7625110853748328	GDSC2
70332	WIL2NS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.6949958514662012	GDSC2
70333	A2780_OVARY	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8410124201205209	GDSC2
70334	C33A_CERVIX	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.7363529183814452	GDSC2
70335	CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.6598178942891768	GDSC2
70336	ECC10_STOMACH	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9986735347858464	GDSC2
70337	NCIH2795_PLEURA	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8561608831287933	GDSC2
70338	H3118_UPPER_AERODIGESTIVE_TRACT	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9452114816496062	GDSC2
70339	KPNYN_AUTONOMIC_GANGLIA	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.6462380395126317	GDSC2
70340	LOXIMVI_SKIN	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8390715272863472	GDSC2
70341	MKN45_STOMACH	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.7716577991565235	GDSC2
70342	NB14_AUTONOMIC_GANGLIA	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.7922107012443474	GDSC2
70343	NCIH1299_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	1.010238850901557	GDSC2
70344	NCIH1651_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8586691974467694	GDSC2
70345	RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.9322752753159732	GDSC2
70346	SH4_SKIN	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	1.011483852087853	GDSC2
70347	SNGM_ENDOMETRIUM	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.6695189663508344	GDSC2
70348	SW1990_PANCREAS	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8230162398125437	GDSC2
70349	T98G_CENTRAL_NERVOUS_SYSTEM	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8559487947964737	GDSC2
70350	TE8_OESOPHAGUS	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.8354136466129913	GDSC2
70351	TK10_KIDNEY	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.861083024152777	GDSC2
70352	CORL32_LUNG	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.7267387585915361	GDSC2
70353	COLO680N_OESOPHAGUS	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.924359033138964	GDSC2
70354	EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4	0.6430962129270754	GDSC2
